GEOid,GEOid2,GEOdisplay_label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
1400000US36047004700,36047004700,"Census Tract 47, Kings County, New York",501,100,127087,31493,93.4,6.9,128925,33615,25.0,13.0,7510,5209,4.4,4.8,30409,9467,0.0,6.7,-,**,2.2,3.3,3973,12,4.2,4.9,34757,1547,292,59,157192,45531,0.3,7.2,N,N,20.2,14.7,N,N,60.6,18.4,N,N,7.2,8.5,N,N,11.6,15.3,N,N,0.0,11.3,N,N,1185,185,54070,12774,64.5,16.3,66000,17947,8.4,8.5,31320,11696,0.3,0.7,-,**,13.8,11.8,29080,20467,0.0,2.9,-,**,10.9,9.5,38835,12225,2.0,3.0,N,N,17.6,10.8,34713,12278,58.1,16.6,69749,19373,17.6,(X),(X),(X),10.3,(X),(X),(X),10.0,(X),(X),(X)
1400000US36047004900,36047004900,"Census Tract 49, Kings County, New York",965,84,131009,28054,88.9,5.7,132035,28518,33.7,8.2,20774,10287,12.5,5.4,17098,3777,3.1,3.6,9143,5,0.7,1.2,1157,26,13.2,5.8,23894,10124,425,90,203211,60024,16.7,10.0,N,N,17.2,12.6,N,N,64.2,13.2,N,N,0.0,7.9,N,N,1.9,3.1,N,N,0.0,7.9,N,N,2883,464,48230,10505,61.5,8.7,64423,14748,17.4,7.1,11978,4316,2.2,2.1,10645,6267,10.1,5.5,43162,16417,0.0,1.2,-,**,4.8,3.3,13742,7914,4.0,2.9,32156,11511,11.1,4.4,38249,34405,57.5,8.6,63095,13471,21.5,(X),(X),(X),25.4,(X),(X),(X),26.9,(X),(X),(X)
1400000US36047005000,36047005000,"Census Tract 50, Kings County, New York",1076,62,83870,12424,72.2,9.3,94494,15496,42.4,8.2,9777,3441,33.8,8.7,16432,2849,4.5,5.2,8713,6882,0.0,3.2,-,**,21.0,7.1,25085,9472,600,91,110177,19438,13.2,8.7,N,N,42.3,12.6,N,N,24.7,10.4,N,N,8.2,7.2,N,N,9.2,7.2,N,N,2.5,4.2,N,N,2483,224,37502,5273,92.3,5.9,36528,5582,0.0,1.4,-,**,0.0,1.4,-,**,6.8,5.8,49721,7823,0.0,1.4,-,**,0.9,1.1,N,N,0.0,1.4,-,**,10.2,6.1,46127,23689,83.0,8.0,35448,5197,32.0,(X),(X),(X),37.2,(X),(X),(X),19.4,(X),(X),(X)
1400000US36047005100,36047005100,"Census Tract 51, Kings County, New York",1038,99,103014,12760,94.4,4.4,104594,14114,28.3,9.4,4996,3538,16.0,8.7,8764,1696,0.0,3.3,-,**,0.0,3.3,-,**,6.4,4.9,14848,10983,509,121,99935,17823,2.9,4.8,N,N,21.6,9.9,N,N,59.9,13.8,N,N,12.4,9.1,N,N,3.1,4.7,N,N,0.0,6.6,N,N,2304,342,46846,8514,67.3,12.0,50005,9394,3.6,3.6,39989,33256,0.0,1.5,-,**,18.3,10.5,48676,27401,0.0,1.5,-,**,5.7,6.2,36644,12239,5.1,4.7,14737,9988,15.0,7.6,30728,5632,59.2,12.5,52569,10905,16.3,(X),(X),(X),20.6,(X),(X),(X),17.2,(X),(X),(X)
1400000US36047005201,36047005201,"Census Tract 52.01, Kings County, New York",1113,45,52292,8702,43.8,7.1,85084,15267,25.6,7.5,8481,4125,49.8,8.0,12953,1289,16.2,7.3,8925,2069,1.9,1.8,6638,6874,25.2,7.7,17551,6603,286,67,90206,18465,24.1,11.3,N,N,31.8,14.6,N,N,27.3,11.7,N,N,11.5,9.8,N,N,5.2,4.8,N,N,0.0,11.5,N,N,1856,296,32189,5464,91.9,4.9,33467,5695,0.5,0.7,N,N,2.9,4.2,N,N,4.7,2.8,22199,15496,0.0,1.9,-,**,0.0,1.9,-,**,0.0,1.9,-,**,2.8,2.7,18356,5999,89.1,5.5,33942,5747,25.3,(X),(X),(X),46.5,(X),(X),(X),26.5,(X),(X),(X)
1400000US36047005202,36047005202,"Census Tract 52.02, Kings County, New York",1336,80,87665,15501,67.8,7.6,104944,22323,36.7,7.0,8470,2632,33.4,6.2,17666,1972,3.1,3.3,7732,3565,1.5,1.8,4605,4531,25.0,6.8,23390,8076,607,128,113107,31923,21.9,11.5,N,N,31.0,14.0,N,N,34.1,12.1,N,N,8.2,6.6,N,N,4.8,5.3,N,N,0.0,5.6,N,N,2486,364,47703,10390,97.7,1.9,47004,10436,1.1,1.3,N,N,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,0.0,1.4,-,**,1.2,1.3,29081,6038,4.6,3.7,24142,10500,93.1,4.0,48130,11069,20.7,(X),(X),(X),23.2,(X),(X),(X),16.0,(X),(X),(X)
1400000US36047005300,36047005300,"Census Tract 53, Kings County, New York",873,92,83333,16665,84.7,7.2,91752,17186,13.6,7.6,5361,5070,15.6,7.9,11018,2960,6.5,5.6,5261,2203,2.2,3.0,2395,1425,4.5,4.0,29195,12549,431,102,85642,24647,8.8,8.1,N,N,14.2,12.6,N,N,56.6,18.0,N,N,17.2,13.9,N,N,3.2,3.6,N,N,0.0,7.8,N,N,2037,311,35932,6085,45.9,12.5,48797,10670,17.4,11.0,20796,10588,0.5,0.8,N,N,3.0,2.6,50964,31484,0.0,1.7,-,**,32.2,9.9,25680,11450,1.0,1.9,N,N,38.7,9.4,24893,10613,40.5,11.2,52056,10886,33.6,(X),(X),(X),33.4,(X),(X),(X),24.7,(X),(X),(X)
1400000US36047005400,36047005400,"Census Tract 54, Kings County, New York",1671,92,83835,16489,77.8,6.7,94477,19574,20.9,6.2,10915,5078,28.4,7.3,17005,2744,0.5,0.9,12656,22,2.4,3.1,908,1188,9.3,3.5,25622,7022,770,131,86239,17185,12.5,7.2,N,N,44.7,11.3,N,N,33.4,9.8,N,N,3.8,3.3,N,N,5.7,6.9,N,N,0.0,4.4,N,N,3184,355,43981,9529,77.3,9.7,51814,11824,2.7,3.3,29968,12027,0.5,0.8,N,N,16.7,10.3,12622,7431,0.0,1.1,-,**,1.8,2.0,52202,18953,1.1,1.4,N,N,9.4,5.5,27224,15905,70.7,10.1,54964,12352,34.9,(X),(X),(X),31.7,(X),(X),(X),26.9,(X),(X),(X)
1400000US36047005601,36047005601,"Census Tract 56.01, Kings County, New York",1371,89,70759,8607,82.3,5.4,73226,9603,27.9,6.9,5379,2570,26.5,7.2,14165,2250,0.5,0.9,-,**,0.4,0.9,5067,30,15.4,4.5,24440,7306,630,110,88489,15378,11.3,9.3,N,N,34.9,13.7,N,N,45.7,14.3,N,N,1.1,1.7,N,N,1.3,2.1,N,N,5.7,6.9,N,N,2687,310,36849,3993,84.6,7.8,39989,4673,5.1,5.7,12557,4391,0.0,1.3,-,**,8.6,6.2,23210,11322,0.0,1.3,-,**,1.7,2.9,N,N,0.0,1.3,-,**,12.8,8.2,24629,8451,77.7,9.0,40548,5040,38.4,(X),(X),(X),54.1,(X),(X),(X),32.6,(X),(X),(X)
1400000US36047005602,36047005602,"Census Tract 56.02, Kings County, New York",823,93,77417,17634,78.3,7.8,86528,22066,25.3,7.5,4849,2462,24.1,9.2,13173,2500,5.0,3.2,14012,6205,0.0,4.2,-,**,10.4,4.7,11377,7825,404,102,75018,17842,23.5,13.5,N,N,37.9,17.1,N,N,32.9,12.8,N,N,5.7,6.5,N,N,0.0,8.3,N,N,0.0,8.3,N,N,1595,222,40411,10058,86.3,8.3,43144,11458,0.8,1.3,N,N,0.0,2.2,-,**,9.3,7.7,28472,15092,0.0,2.2,-,**,1.6,1.7,N,N,2.1,2.0,N,N,16.1,10.5,20378,4436,71.7,11.5,47855,13664,35.4,(X),(X),(X),51.5,(X),(X),(X),33.5,(X),(X),(X)
1400000US36047005800,36047005800,"Census Tract 58, Kings County, New York",1689,73,67127,8309,74.4,6.5,74839,10166,25.8,5.5,7577,3320,25.9,6.0,13507,1948,9.1,5.7,10043,2675,2.9,3.2,4163,1775,14.2,5.1,22221,5024,806,143,76263,14009,10.7,7.6,N,N,37.2,14.7,N,N,38.0,15.6,N,N,8.7,7.4,N,N,5.5,6.4,N,N,0.0,4.2,N,N,3500,393,32724,4834,78.8,9.0,32624,5688,0.3,0.5,N,N,0.6,1.0,N,N,10.3,4.8,47900,18965,0.0,1.0,-,**,10.0,8.2,19038,6272,0.0,1.0,-,**,18.7,8.7,22249,5385,70.3,9.4,33361,6238,29.4,(X),(X),(X),41.4,(X),(X),(X),28.7,(X),(X),(X)
1400000US36047005900,36047005900,"Census Tract 59, Kings County, New York",513,77,56029,10509,84.8,9.4,62675,12041,5.1,6.4,3077,7556,13.1,9.1,13093,3275,3.5,5.0,6489,9,2.5,4.2,162,14,6.4,7.1,11858,1750,208,81,70100,22853,5.3,9.3,N,N,56.7,21.6,N,N,26.4,18.9,N,N,0.0,15.4,N,N,11.5,16.0,N,N,0.0,15.4,N,N,1199,301,24515,6558,58.5,18.5,24472,8636,8.0,7.1,10775,9533,0.0,2.9,-,**,5.3,5.0,N,N,0.0,2.9,-,**,27.3,16.6,19966,10911,0.9,1.5,N,N,36.3,17.1,20978,8489,48.5,18.6,23795,10978,21.6,(X),(X),(X),6.7,(X),(X),(X),11.4,(X),(X),(X)
1400000US36047006000,36047006000,"Census Tract 60, Kings County, New York",1092,92,88295,15244,86.0,6.5,84220,13776,21.3,6.3,32293,28594,19.7,7.3,16469,2252,0.7,1.2,21025,37,1.7,1.7,2868,1458,16.7,7.3,18460,7478,619,131,103710,18852,4.8,3.8,N,N,35.4,12.9,N,N,32.6,11.6,N,N,21.6,12.8,N,N,2.4,3.0,N,N,3.1,2.6,N,N,2363,340,41141,8131,82.4,6.4,42570,9117,1.5,2.3,N,N,0.6,0.9,N,N,14.6,5.8,36790,13929,0.0,1.5,-,**,0.5,0.8,N,N,0.4,0.7,N,N,10.2,7.5,27042,15928,73.1,9.3,44792,10302,36.1,(X),(X),(X),44.7,(X),(X),(X),26.6,(X),(X),(X)
1400000US36047006200,36047006200,"Census Tract 62, Kings County, New York",1170,87,78115,15012,77.8,7.2,88790,18532,20.5,6.5,7465,3993,30.0,8.8,15089,2920,4.9,4.0,5188,1177,2.1,2.5,4428,2929,15.6,5.8,13793,3998,643,99,101432,23573,9.8,7.0,N,N,36.9,14.2,N,N,33.1,12.9,N,N,14.8,8.2,N,N,3.9,4.3,N,N,1.6,2.4,N,N,2872,299,32940,6711,75.3,9.6,34834,7854,2.1,3.0,137444,265442,0.0,1.2,-,**,19.6,8.3,17305,10066,0.0,1.2,-,**,2.5,2.5,16197,16177,0.6,0.9,N,N,11.9,7.2,24943,5149,65.0,8.8,36423,8820,39.3,(X),(X),(X),40.3,(X),(X),(X),26.6,(X),(X),(X)
1400000US36047006300,36047006300,"Census Tract 63, Kings County, New York",1018,72,92953,10855,86.8,6.0,99031,11530,21.1,7.8,10636,7255,16.5,6.0,13402,2796,0.9,1.6,7011,19,0.0,3.4,-,**,12.8,6.6,9108,3499,405,82,110185,21175,12.8,11.8,31046,9128,13.6,10.6,89976,31851,64.7,12.8,132249,27594,8.9,7.9,94792,4422,0.0,8.3,-,**,0.0,8.3,-,**,1817,161,52051,6696,71.5,7.0,61538,8409,1.7,1.9,N,N,0.0,1.9,-,**,15.3,7.1,29059,5072,0.0,1.9,-,**,6.1,5.8,35158,9670,5.4,4.6,N,N,12.5,7.4,53581,13030,66.5,7.8,60099,8991,18.4,(X),(X),(X),28.4,(X),(X),(X),12.8,(X),(X),(X)
1400000US36047006400,36047006400,"Census Tract 64, Kings County, New York",1538,63,83481,14909,75.1,6.8,93103,19125,24.8,6.3,10565,7123,32.0,6.9,17545,2309,7.2,3.9,5351,2035,4.7,4.1,944,1307,22.6,6.4,20288,5039,919,126,85906,15054,24.7,11.4,N,N,23.3,7.5,N,N,24.0,9.4,N,N,15.1,7.4,N,N,11.8,6.9,N,N,1.1,1.7,N,N,3922,425,33335,7206,74.0,9.9,37089,8636,1.2,1.3,51035,17912,0.0,0.9,-,**,16.9,7.9,27672,11428,0.0,0.9,-,**,1.0,0.9,N,N,6.9,7.3,5048,541,13.5,6.5,23586,10032,61.8,7.8,39932,10893,33.4,(X),(X),(X),34.3,(X),(X),(X),26.8,(X),(X),(X)
1400000US36047006500,36047006500,"Census Tract 65, Kings County, New York",2571,185,102807,14106,91.1,3.9,103932,15474,34.2,7.0,10411,4586,13.8,4.3,16051,3430,0.0,1.3,-,**,1.4,2.3,1917,4,9.7,3.5,17151,5628,1080,185,123590,24759,9.4,6.6,N,N,38.7,10.3,N,N,41.2,9.8,N,N,2.7,2.7,N,N,6.7,4.8,N,N,1.3,2.0,N,N,5262,570,50703,7851,84.8,7.8,54186,8699,1.1,0.8,25097,22199,0.0,0.7,-,**,4.3,3.2,64488,19679,0.0,0.7,-,**,6.7,7.6,16484,7569,3.1,2.0,19537,17700,10.9,7.5,21747,9979,82.7,7.9,54518,8905,23.6,(X),(X),(X),23.2,(X),(X),(X),19.7,(X),(X),(X)
1400000US36047006600,36047006600,"Census Tract 66, Kings County, New York",1492,139,65433,10095,79.3,5.6,73104,12231,18.6,6.1,5900,2545,23.0,5.5,15290,2800,3.2,3.2,8411,1490,2.7,2.7,1800,1034,13.4,4.6,13506,3390,874,164,73628,13762,12.9,8.6,N,N,42.2,14.7,N,N,25.5,9.3,N,N,11.2,6.5,N,N,1.4,1.9,N,N,6.8,6.1,N,N,3478,463,28673,4576,82.7,7.6,27600,4626,1.6,1.6,19756,19360,0.0,1.0,-,**,4.1,3.1,35850,17717,0.0,1.0,-,**,11.4,6.8,34765,21719,0.2,0.4,N,N,17.9,7.1,27986,13705,76.4,8.0,28626,5091,40.4,(X),(X),(X),39.1,(X),(X),(X),28.6,(X),(X),(X)
1400000US36047006700,36047006700,"Census Tract 67, Kings County, New York",1472,105,166325,32423,91.4,4.9,168517,34671,34.3,8.2,19018,9653,13.9,5.7,19252,5150,2.0,3.1,21593,7,0.0,2.3,-,**,7.2,4.4,32729,13029,726,146,242692,62498,1.4,2.0,N,N,28.5,9.6,N,N,61.0,10.1,N,N,6.3,7.0,N,N,2.8,2.9,N,N,0.0,4.7,N,N,3184,389,77850,12959,88.8,5.3,80912,14195,0.0,1.1,-,**,0.0,1.1,-,**,5.2,2.9,86867,73878,0.0,1.1,-,**,1.5,1.5,18671,15559,4.4,3.2,26341,24542,7.0,3.1,31899,9875,84.8,5.8,82790,14792,19.0,(X),(X),(X),20.2,(X),(X),(X),12.7,(X),(X),(X)
1400000US36047006800,36047006800,"Census Tract 68, Kings County, New York",1822,123,54170,8319,75.5,7.3,55120,8444,21.6,6.3,13524,7362,30.7,6.8,13941,1989,5.5,3.0,8697,2402,7.8,4.0,5048,1889,19.8,5.9,15244,4440,1157,155,59174,9349,16.3,7.3,29854,7698,52.9,10.4,52964,9514,13.2,6.7,58484,13073,12.2,5.9,96104,40945,3.3,2.7,103542,22548,2.1,2.4,165600,186030,4774,496,21384,3336,69.8,8.4,21541,3419,3.2,3.4,3454,1531,0.1,0.3,N,N,18.2,6.9,22343,7400,0.0,0.7,-,**,7.6,6.0,15378,6572,1.2,0.8,83425,75762,21.6,6.4,14541,3378,56.5,8.1,23308,4544,30.6,(X),(X),(X),31.8,(X),(X),(X),22.0,(X),(X),(X)
1400000US36047006900,36047006900,"Census Tract 69, Kings County, New York",1589,105,122401,18464,88.2,5.4,128153,19670,44.1,7.2,10239,4147,10.4,4.3,11070,3362,2.6,2.9,4633,1091,0.6,0.9,2022,27,3.6,2.3,30100,15681,599,128,175206,40330,5.3,3.9,N,N,25.4,10.0,N,N,42.7,13.0,N,N,12.5,8.4,N,N,8.8,8.5,N,N,5.2,6.1,N,N,3347,318,58945,8643,76.8,6.8,61462,8712,3.5,2.6,65526,37738,0.0,1.0,-,**,10.0,6.5,58941,55932,0.0,1.0,-,**,3.8,3.1,18616,13625,5.9,2.8,48077,18588,13.5,5.6,24007,11050,67.5,7.2,66011,9408,22.7,(X),(X),(X),22.5,(X),(X),(X),21.3,(X),(X),(X)
1400000US36047007000,36047007000,"Census Tract 70, Kings County, New York",1113,64,65553,9981,78.6,7.6,73032,10170,18.0,6.4,3558,1763,25.4,6.3,12701,2235,8.1,6.0,7366,1366,5.6,5.8,4508,4234,13.3,4.5,18499,5555,689,99,75253,10436,8.9,6.9,N,N,36.6,12.9,N,N,29.5,12.6,N,N,15.7,8.8,N,N,8.0,8.0,N,N,1.5,2.2,N,N,2714,329,27467,4083,59.5,10.6,29064,4943,5.0,4.1,25477,4031,0.0,1.3,-,**,27.1,10.9,23949,7561,0.0,1.3,-,**,4.4,3.9,50225,6036,3.9,3.2,4560,5818,8.6,5.9,44618,6746,55.3,11.0,28331,5132,30.1,(X),(X),(X),22.1,(X),(X),(X),20.8,(X),(X),(X)
1400000US36047007100,36047007100,"Census Tract 71, Kings County, New York",1749,104,62425,11985,78.8,5.5,68787,13891,9.0,3.9,10589,4799,24.4,5.8,9776,1524,16.5,4.5,6219,1139,7.1,3.9,4104,2205,14.7,4.9,15201,6759,1225,137,61350,14091,18.7,6.6,N,N,40.9,10.0,N,N,16.7,7.5,N,N,18.0,7.3,N,N,0.8,1.2,N,N,5.0,4.6,N,N,4544,426,24292,3992,26.3,6.7,39544,11509,50.5,7.2,20430,5231,0.0,0.8,-,**,2.6,1.8,16179,8493,0.0,0.8,-,**,18.6,5.8,15467,6675,2.0,1.5,13560,6576,37.0,6.9,15237,5481,16.0,5.0,52106,15369,30.1,(X),(X),(X),28.0,(X),(X),(X),18.8,(X),(X),(X)
1400000US36047007200,36047007200,"Census Tract 72, Kings County, New York",618,59,40896,7325,93.0,6.9,37614,7688,7.3,5.9,14800,12017,7.9,7.6,12651,4257,0.3,1.4,4050,82,13.6,9.1,5235,3480,4.4,5.1,26030,26728,446,76,43063,9372,9.6,9.4,N,N,42.6,16.1,N,N,28.5,16.0,N,N,9.4,9.8,N,N,3.1,5.1,N,N,6.7,7.7,N,N,1774,279,14643,2854,39.7,12.0,15005,5259,3.2,4.0,21000,29577,0.0,2.0,-,**,24.4,11.2,14494,7082,0.0,2.0,-,**,32.8,14.4,13692,5237,0.0,2.0,-,**,58.2,11.5,13224,3932,14.7,6.9,18330,5639,28.2,(X),(X),(X),29.4,(X),(X),(X),19.5,(X),(X),(X)
1400000US36047007400,36047007400,"Census Tract 74, Kings County, New York",1655,88,41606,5756,83.4,5.7,43126,6034,5.7,3.3,2245,2672,21.3,6.0,11200,2361,6.0,4.0,8560,1806,15.0,6.3,3629,1411,6.8,3.5,16357,12360,1197,140,42905,7664,13.5,5.5,8605,4460,28.6,7.9,29201,7972,20.5,7.4,37116,16267,20.9,8.7,57624,13264,4.2,3.7,54656,25681,12.4,6.1,92865,33474,5582,565,12842,1632,41.6,9.1,14301,3541,2.0,1.5,20377,15915,0.8,1.3,N,N,25.2,7.8,12909,2626,0.0,0.6,-,**,28.0,8.9,10950,2855,2.5,2.1,3614,3585,68.3,7.4,10973,1638,5.7,3.6,35288,6717,37.2,(X),(X),(X),36.4,(X),(X),(X),27.2,(X),(X),(X)
1400000US36047007500,36047007500,"Census Tract 75, Kings County, New York",2103,125,115803,15672,81.2,6.0,129057,18478,33.3,8.2,14277,6153,16.5,6.0,16967,3342,3.9,3.8,8053,1977,0.0,1.6,-,**,7.4,4.1,27641,5243,1089,188,147928,28199,12.3,8.1,N,N,24.1,11.4,N,N,53.4,9.5,N,N,6.6,6.9,N,N,3.6,4.7,N,N,0.0,3.2,N,N,4922,474,49539,6943,82.9,6.3,54947,7924,0.2,0.3,N,N,0.0,0.7,-,**,4.8,4.1,52506,19248,0.0,0.7,-,**,8.0,4.0,10790,9291,4.1,4.0,8468,10461,15.3,6.7,11295,6647,78.4,6.7,57081,8563,19.0,(X),(X),(X),17.5,(X),(X),(X),13.0,(X),(X),(X)
1400000US36047007600,36047007600,"Census Tract 76, Kings County, New York",1486,71,50505,8480,82.6,6.7,53631,9373,12.7,6.0,5255,2200,20.7,7.0,11689,2440,5.1,3.7,8100,2190,10.6,5.5,4732,2076,7.1,4.6,22750,14282,1096,125,53789,9764,13.1,6.9,N,N,34.5,11.2,N,N,25.5,8.2,N,N,20.6,7.9,N,N,4.9,4.7,N,N,1.3,2.1,N,N,4389,431,18263,3049,34.2,8.8,24064,5763,11.6,4.4,21266,9122,0.0,0.8,-,**,13.6,5.0,14491,6634,0.0,0.8,-,**,39.8,9.2,13513,2926,0.9,1.1,26736,13041,74.2,6.8,17771,3338,6.9,3.4,31388,9342,24.6,(X),(X),(X),29.9,(X),(X),(X),17.1,(X),(X),(X)
1400000US36047007700,36047007700,"Census Tract 77, Kings County, New York",1928,146,125108,15136,83.1,5.8,135782,17699,30.9,8.3,13872,5340,15.2,6.1,12602,3491,7.5,4.1,7072,2259,3.1,2.7,1515,1646,7.9,4.0,36002,11753,1035,150,136134,23415,12.3,7.5,N,N,36.7,9.5,N,N,43.2,10.0,N,N,3.6,3.5,N,N,3.1,3.4,N,N,1.2,1.8,N,N,4719,422,51709,6878,78.7,6.8,54010,8122,4.8,3.4,51026,26508,0.0,0.7,-,**,9.3,5.6,34355,13557,0.0,0.7,-,**,5.5,4.0,57441,45841,1.7,1.4,22948,12095,8.3,4.6,49854,30849,75.7,7.0,54833,8243,29.7,(X),(X),(X),20.4,(X),(X),(X),19.7,(X),(X),(X)
1400000US36047007800,36047007800,"Census Tract 78, Kings County, New York",1713,86,56119,11952,79.9,6.4,61810,13001,5.3,4.0,27380,21489,18.0,5.8,10810,2531,9.9,4.9,5346,2084,14.2,6.1,3269,1118,2.9,3.0,17888,6459,1190,148,62807,12991,11.8,5.5,14608,7676,31.5,10.2,33592,7865,14.0,7.4,103051,36039,22.9,9.5,73830,35840,8.1,6.3,107713,52842,11.6,6.2,89699,28368,5728,591,17377,3012,59.4,9.8,17372,2988,4.2,2.6,18815,7006,1.3,1.7,4823,4363,8.6,4.4,28654,27761,0.0,0.6,-,**,25.8,9.1,14353,5641,0.7,0.9,N,N,83.8,5.0,15773,2499,3.8,2.0,28865,11462,41.8,(X),(X),(X),43.4,(X),(X),(X),34.4,(X),(X),(X)
1400000US36047008000,36047008000,"Census Tract 80, Kings County, New York",1462,89,49215,7805,72.0,8.3,58669,9592,6.6,4.0,7225,3816,30.3,8.6,10235,2015,4.9,2.8,5881,2094,8.4,4.9,5736,2197,11.1,5.5,12182,8089,938,123,53590,10415,18.1,9.1,N,N,41.3,11.2,N,N,14.8,7.8,N,N,21.0,10.6,N,N,3.4,3.5,N,N,1.4,2.3,N,N,3816,463,19111,3249,37.7,11.9,24896,7058,3.8,4.5,30359,42809,6.6,6.7,8360,8119,12.1,5.4,27132,16458,0.0,0.9,-,**,38.7,13.0,11938,2524,1.2,1.4,11387,9825,74.6,7.5,13484,2459,12.3,4.8,39519,13101,32.5,(X),(X),(X),31.2,(X),(X),(X),23.0,(X),(X),(X)
1400000US36047008200,36047008200,"Census Tract 82, Kings County, New York",1466,80,61068,10268,87.2,5.6,64487,10739,6.2,3.6,12896,7345,14.8,5.1,11687,3541,5.3,3.2,8360,1995,5.1,4.1,4671,3010,1.8,1.9,8492,4031,1032,117,60815,10635,10.9,6.2,15575,6646,33.8,9.6,34764,7428,26.2,10.4,88181,24424,16.5,7.9,50085,16398,4.8,4.1,108944,30421,7.8,6.7,138718,12234,4722,539,19478,3139,43.6,9.3,22940,5273,0.9,1.1,50031,17298,0.0,0.7,-,**,4.2,2.6,21487,6258,0.0,0.7,-,**,50.3,9.6,15922,3658,1.1,0.8,12154,21503,82.8,5.8,17462,3346,12.5,4.9,30047,7700,46.5,(X),(X),(X),51.2,(X),(X),(X),38.6,(X),(X),(X)
1400000US36047008400,36047008400,"Census Tract 84, Kings County, New York",1101,97,47470,11741,77.7,9.9,53970,12666,6.7,4.2,6478,5942,11.3,5.6,12832,4075,0.6,1.6,5471,39,8.8,6.8,6813,3605,8.9,5.2,8398,3846,863,139,42109,11993,26.2,11.0,N,N,39.4,12.4,N,N,16.3,7.4,N,N,6.0,4.4,N,N,8.2,6.9,N,N,3.8,4.6,N,N,3793,504,13990,3304,51.0,12.8,18832,4536,0.7,1.0,N,N,0.0,0.9,-,**,2.6,2.4,20384,12608,0.0,0.9,-,**,45.4,13.5,8418,3518,0.3,0.5,N,N,79.3,7.7,11330,3006,17.6,7.1,25451,9916,42.6,(X),(X),(X),40.1,(X),(X),(X),28.6,(X),(X),(X)
1400000US36047008500,36047008500,"Census Tract 85, Kings County, New York",3027,83,23987,2844,60.2,6.4,28905,4326,2.4,2.0,2236,3383,27.8,5.9,8453,1255,20.1,5.7,7939,1410,14.9,5.2,2491,810,7.1,3.1,12454,7396,2224,182,26883,3578,32.7,7.4,9710,2122,43.2,8.5,25946,3344,5.0,3.8,64485,13600,15.3,5.8,44129,13872,0.0,1.6,-,**,3.8,4.1,66475,4189,7737,588,9634,1096,11.2,3.7,10074,2557,44.2,6.7,10335,1939,0.0,0.5,-,**,1.2,1.6,N,N,0.0,0.5,-,**,38.1,8.0,9447,2126,5.3,3.5,5129,2976,54.6,6.5,9423,1702,1.0,0.8,8860,3286,32.1,(X),(X),(X),30.1,(X),(X),(X),22.0,(X),(X),(X)
